transaction_id,timestamp,amount,declared_instrument,sub_instrument,card_bin,card_tier,mcc,merchant_true_category,tax_amount_provided,po_code_provided,line_item_detail_provided,contracted_flat_rate,fee_charged,tax_charged,turnover_tier,injected_issue,classification,matched_rule_id,expected_fee,fee_charged,delta,note
TXN_000120,2026-08-19 14:27:42,2062.1,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000121,2026-08-17 12:40:52,37974.17,Card,RuPay_debit,411111.0,basic,5411,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,R12_mcc_misclassification,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000122,2026-08-29 22:51:27,2063.06,UPI,bank_UPI,,,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000123,2026-08-26 07:11:44,46323.16,UPI,PPI_wallet_UPI,,,5045,B2B wholesale,True,True,True,0.02,509.55,91.72,above_20L,clean,Matched,R6c,509.55,509.55,0.0,Accurate fee verified against R6c.
TXN_000124,2026-08-24 09:42:02,2363.81,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000125,2026-08-24 02:55:02,63604.37,Card,Visa_credit,433333.0,corporate,5045,B2B wholesale,True,True,True,0.02,1272.09,228.98,above_20L,clean,Flagged_For_Review,R9,1272.09,1272.09,0.0,Market credit card rate applied; requires bilateral MSA contract review.
TXN_000126,2026-08-23 16:13:26,2335.21,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000127,2026-08-16 17:25:29,2131.87,UPI,PPI_wallet_UPI,,,5045,B2B wholesale,True,True,False,0.02,23.45,4.22,above_20L,clean,Matched,R6c,23.45,23.45,0.0,Accurate fee verified against R6c.
TXN_000128,2026-08-20 06:26:19,29989.6,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000129,2026-08-15 19:02:29,2208.37,UPI,RuPay_credit_UPI,433333.0,corporate,5045,B2B wholesale,True,True,False,0.02,33.13,5.96,above_20L,clean,Matched,R4,33.13,33.13,0.0,Accurate fee verified against R4.
TXN_000130,2026-08-29 04:27:22,2346.81,UPI,PPI_wallet_UPI,,,5045,B2B wholesale,True,True,False,0.02,25.81,4.65,above_20L,clean,Matched,R6c,25.81,25.81,0.0,Accurate fee verified against R6c.
TXN_000131,2026-08-16 10:33:03,2384.06,UPI,RuPay_credit_UPI,511111.0,basic,5045,B2B wholesale,True,True,False,0.02,35.76,6.44,above_20L,clean,Matched,R4,35.76,35.76,0.0,Accurate fee verified against R4.
TXN_000132,2026-08-27 15:45:38,2351.77,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000133,2026-08-16 02:45:00,2024.99,UPI,PPI_wallet_UPI,,,5045,B2B wholesale,True,True,False,0.02,22.27,4.01,above_20L,clean,Matched,R6c,22.27,22.27,0.0,Accurate fee verified against R6c.
TXN_000134,2026-08-20 20:38:56,10967.46,Card,RuPay_debit,433333.0,corporate,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000135,2026-08-17 10:27:52,2260.74,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000136,2026-08-22 23:36:49,2313.52,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000137,2026-08-17 04:13:36,18389.69,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000138,2026-08-18 18:48:13,2228.18,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000139,2026-08-15 14:34:44,2116.22,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000140,2026-08-21 19:46:51,8900.25,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000141,2026-08-15 22:40:22,38856.58,UPI,RuPay_credit_UPI,533333.0,corporate,5045,B2B wholesale,False,False,True,0.02,893.7,160.87,above_20L,R10_l2_l3_downgrade,Leaked,R4,582.85,893.7,310.85,"Statutory disparity against R4: expected Rs 582.85, charged Rs 893.70."
TXN_000142,2026-08-25 15:41:15,2076.27,UPI,RuPay_credit_UPI,511111.0,basic,5045,B2B wholesale,True,True,False,0.02,31.14,5.61,above_20L,clean,Matched,R4,31.14,31.14,0.0,Accurate fee verified against R4.
TXN_000143,2026-08-25 22:27:56,2352.8,UPI,bank_UPI,,,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000144,2026-08-28 01:21:39,31902.98,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000145,2026-08-21 06:36:57,23120.88,Card,RuPay_debit,607111.0,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000146,2026-08-18 13:04:07,13683.76,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000147,2026-08-26 21:57:22,2008.07,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000148,2026-08-16 23:45:57,2171.08,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000149,2026-08-27 09:06:45,63530.76,Card,Visa_credit,433333.0,corporate,5045,B2B wholesale,True,True,True,0.02,1270.62,228.71,above_20L,clean,Flagged_For_Review,R9,1270.62,1270.62,0.0,Market credit card rate applied; requires bilateral MSA contract review.
TXN_000150,2026-08-21 04:02:41,2442.04,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000151,2026-08-19 21:19:59,12486.51,Card,RuPay_debit,411111.0,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000152,2026-08-25 10:58:53,13407.47,Card,RuPay_debit,511111.0,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000153,2026-08-17 23:05:53,63329.8,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000154,2026-08-22 07:21:59,19583.62,Card,Debit_non_rupay,,,5411,B2B wholesale,True,True,True,0.02,176.25,31.72,above_20L,R12_mcc_misclassification,Matched,R8,176.25,176.25,0.0,Accurate fee verified against R8.
TXN_000155,2026-08-16 01:43:27,55658.35,Card,RuPay_debit,511111.0,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000156,2026-08-27 13:10:07,31956.26,Card,,433333.0,corporate,5045,B2B wholesale,True,True,True,0.02,639.13,115.04,above_20L,exception_missing_tag,Exception,NONE,,639.13,,Missing sub_instrument routing tag; cannot verify applicable statutory MDR.
TXN_000157,2026-08-27 14:37:54,52622.88,UPI,bank_UPI,,,5411,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,R12_mcc_misclassification,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000158,2026-08-25 22:02:54,43535.59,Card,Visa_credit,533333.0,corporate,5045,B2B wholesale,True,True,True,0.02,870.71,156.73,above_20L,clean,Flagged_For_Review,R9,870.71,870.71,0.0,Market credit card rate applied; requires bilateral MSA contract review.
TXN_000159,2026-08-23 01:17:07,2214.74,UPI,PPI_wallet_UPI,,,5045,B2B wholesale,True,True,False,0.02,24.36,4.38,above_20L,clean,Matched,R6c,24.36,24.36,0.0,Accurate fee verified against R6c.
TXN_000160,2026-08-30 06:21:07,50786.26,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000161,2026-08-20 01:29:28,2248.93,UPI,bank_UPI,,,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000162,2026-08-18 17:27:15,57750.61,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000163,2026-08-16 06:39:34,2414.05,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000164,2026-08-25 01:47:36,30540.44,Card,RuPay_debit,533333.0,corporate,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000165,2026-08-19 01:46:43,23647.32,Card,RuPay_debit,411111.0,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000166,2026-08-22 20:58:59,5807.98,Card,Mastercard_credit,411111.0,basic,5045,B2B wholesale,True,True,False,0.02,116.16,20.91,above_20L,clean,Flagged_For_Review,R9,116.16,116.16,0.0,Market credit card rate applied; requires bilateral MSA contract review.
TXN_000167,2026-08-23 20:01:42,2268.15,UPI,bank_UPI,,,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000168,2026-08-20 01:16:47,21821.11,Card,RuPay_debit,433333.0,corporate,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000169,2026-08-24 01:47:54,2175.86,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000170,2026-08-24 11:59:26,2182.3,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000171,2026-08-23 06:47:32,2334.23,UPI,PPI_wallet_UPI,,,5045,B2B wholesale,True,True,False,0.02,25.68,4.62,above_20L,clean,Matched,R6c,25.68,25.68,0.0,Accurate fee verified against R6c.
TXN_000172,2026-08-20 03:47:40,2202.01,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000173,2026-08-20 02:03:45,9316.05,Card,Debit_non_rupay,,,5045,B2B wholesale,True,True,False,0.02,83.84,15.09,above_20L,clean,Matched,R8,83.84,83.84,0.0,Accurate fee verified against R8.
TXN_000174,2026-08-29 13:33:27,5703.89,Card,Visa_credit,411111.0,basic,5045,B2B wholesale,True,True,False,0.02,114.08,20.53,above_20L,clean,Flagged_For_Review,R9,114.08,114.08,0.0,Market credit card rate applied; requires bilateral MSA contract review.
TXN_000175,2026-08-25 17:26:27,4819.64,Card,Debit_non_rupay,,,5045,B2B wholesale,True,True,False,0.02,43.38,7.81,above_20L,clean,Matched,R8,43.38,43.38,0.0,Accurate fee verified against R8.
TXN_000176,2026-08-20 13:57:43,62635.27,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000177,2026-08-17 10:56:48,9929.48,Card,Mastercard_credit,433333.0,corporate,5045,B2B wholesale,True,True,False,0.02,198.59,35.75,above_20L,clean,Flagged_For_Review,R9,198.59,198.59,0.0,Market credit card rate applied; requires bilateral MSA contract review.
TXN_000178,2026-08-15 11:56:08,57933.99,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000179,2026-08-29 01:25:52,23975.39,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000180,2026-08-23 08:39:57,2396.89,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000181,2026-08-21 07:13:44,35486.16,Card,,511111.0,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,exception_missing_tag,Exception,NONE,,0.0,,Missing sub_instrument routing tag; cannot verify applicable statutory MDR.
TXN_000182,2026-08-27 05:30:02,2377.92,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000183,2026-08-16 10:21:00,2365.03,UPI,bank_UPI,,,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000184,2026-08-24 14:09:28,19602.94,Card,RuPay_debit,511111.0,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000185,2026-08-25 09:20:28,27428.66,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000186,2026-08-26 12:06:05,2280.68,UPI,PPI_wallet_UPI,,,5045,B2B wholesale,True,True,False,0.02,25.09,4.52,above_20L,clean,Matched,R6c,25.09,25.09,0.0,Accurate fee verified against R6c.
TXN_000187,2026-08-18 06:25:59,2308.05,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000188,2026-08-23 21:35:57,62601.76,Card,RuPay_debit,433333.0,corporate,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000189,2026-08-15 18:37:36,11907.79,Card,RuPay_debit,433333.0,corporate,5411,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,R12_mcc_misclassification,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000190,2026-08-19 04:17:11,2367.52,UPI,bank_UPI,,,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000191,2026-08-16 20:26:02,2203.62,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000192,2026-08-29 08:14:32,58525.24,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000193,2026-08-17 05:13:58,2296.76,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000194,2026-08-22 15:55:47,3177.81,Card,RuPay_debit,511111.0,basic,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000195,2026-08-19 21:56:12,10595.48,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000196,2026-08-27 08:02:21,53585.44,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000197,2026-08-25 04:23:04,2062.33,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000198,2026-08-28 11:47:46,2423.25,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000199,2026-08-27 13:14:40,26522.2,Card,RuPay_debit,422222.0,premium_rewards,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000200,2026-08-29 08:22:40,13315.86,Card,RuPay_debit,533333.0,corporate,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000201,2026-08-21 04:46:02,29408.33,UPI,RuPay_credit_UPI,607222.0,corporate,5045,B2B wholesale,False,False,True,0.02,676.39,121.75,above_20L,R10_l2_l3_downgrade,Leaked,R4,441.12,676.39,235.27,"Statutory disparity against R4: expected Rs 441.12, charged Rs 676.39."
TXN_000202,2026-08-17 18:40:20,2049.58,UPI,PPI_wallet_UPI,,,5045,B2B wholesale,True,True,False,0.02,22.55,4.06,above_20L,clean,Matched,R6c,22.55,22.55,0.0,Accurate fee verified against R6c.
TXN_000203,2026-08-28 04:40:02,32769.75,Card,Mastercard_credit,607111.0,basic,5045,B2B wholesale,True,True,True,0.02,655.39,117.97,above_20L,clean,Flagged_For_Review,R9,655.39,655.39,0.0,Market credit card rate applied; requires bilateral MSA contract review.
TXN_000204,2026-08-21 17:54:50,62754.93,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000205,2026-08-16 14:07:07,2064.99,UPI,bank_UPI,,,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000206,2026-08-19 23:16:12,35242.91,Card,,607222.0,corporate,5045,B2B wholesale,True,True,True,0.02,704.86,126.87,above_20L,exception_missing_tag,Exception,NONE,,704.86,,Missing sub_instrument routing tag; cannot verify applicable statutory MDR.
TXN_000207,2026-08-19 11:32:37,12786.45,Card,Visa_credit,522222.0,premium_rewards,5045,B2B wholesale,True,True,True,0.02,255.73,46.03,above_20L,clean,Flagged_For_Review,R9,255.73,255.73,0.0,Market credit card rate applied; requires bilateral MSA contract review.
TXN_000208,2026-08-29 22:42:20,10352.34,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000209,2026-08-17 21:19:06,2449.68,UPI,RuPay_credit_UPI,433333.0,corporate,5045,B2B wholesale,False,False,False,0.02,56.35,10.14,above_20L,R10_l2_l3_downgrade,Leaked,R4,36.75,56.35,19.6,"Statutory disparity against R4: expected Rs 36.75, charged Rs 56.35."
TXN_000210,2026-08-24 15:39:06,31144.48,UPI,RuPay_credit_UPI,533333.0,corporate,5045,B2B wholesale,False,False,True,0.02,716.33,128.94,above_20L,R10_l2_l3_downgrade,Leaked,R4,467.17,716.33,249.16,"Statutory disparity against R4: expected Rs 467.17, charged Rs 716.33."
TXN_000211,2026-08-17 16:22:53,24474.25,Card,RuPay_debit,433333.0,corporate,5045,B2B wholesale,False,False,True,0.02,195.79,35.24,above_20L,R10_l2_l3_downgrade,Leaked,R10,489.49,195.79,-293.7,"Statutory disparity against R10: expected Rs 489.49, charged Rs 195.79."
TXN_000212,2026-08-15 12:23:12,2252.44,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000213,2026-08-24 04:32:35,2022.17,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000214,2026-08-26 20:17:35,27941.68,Card,RuPay_debit,511111.0,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000215,2026-08-24 06:16:15,2153.41,UPI,bank_UPI,,,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000216,2026-08-19 01:37:44,44265.99,Card,Mastercard_credit,411111.0,basic,5045,B2B wholesale,True,True,True,0.02,885.32,159.36,above_20L,clean,Flagged_For_Review,R9,885.32,885.32,0.0,Market credit card rate applied; requires bilateral MSA contract review.
TXN_000217,2026-08-19 21:35:10,30822.8,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000218,2026-08-19 22:54:21,49768.06,Card,RuPay_debit,411111.0,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000219,2026-08-20 15:12:30,17652.69,Card,RuPay_debit,433333.0,corporate,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R2,0.0,0.0,0.0,Accurate fee verified against R2.
TXN_000220,2026-08-19 20:17:22,2312.67,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000221,2026-08-18 12:15:02,2350.43,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000222,2026-08-27 23:10:28,12594.36,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000223,2026-08-24 20:41:32,14509.17,UPI,PPI_wallet_UPI,,,5045,B2B wholesale,True,True,True,0.02,159.6,28.73,above_20L,clean,Matched,R6c,159.6,159.6,0.0,Accurate fee verified against R6c.
TXN_000224,2026-08-19 02:16:27,2291.06,UPI,bank_UPI,,,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000225,2026-08-18 12:41:47,2210.52,UPI,,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,exception_missing_tag,Exception,NONE,,0.0,,Missing sub_instrument routing tag; cannot verify applicable statutory MDR.
TXN_000226,2026-08-19 05:43:53,2267.79,UPI,RuPay_credit_UPI,522222.0,premium_rewards,5045,B2B wholesale,True,True,False,0.02,34.02,6.12,above_20L,clean,Matched,R4,34.02,34.02,0.0,Accurate fee verified against R4.
TXN_000227,2026-08-26 13:03:03,2517.16,UPI,PPI_wallet_UPI,,,5045,B2B wholesale,True,True,False,0.02,27.69,4.98,above_20L,clean,Matched,R6c,27.69,27.69,0.0,Accurate fee verified against R6c.
TXN_000228,2026-08-23 08:49:15,2143.67,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000229,2026-08-21 22:56:57,52780.09,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000230,2026-08-29 11:26:58,19771.1,UPI,bank_UPI,,,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000231,2026-08-20 05:20:06,2163.96,UPI,bank_UPI,,,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000232,2026-08-26 23:50:18,2088.78,UPI,RuPay_credit_UPI,522222.0,premium_rewards,5045,B2B wholesale,True,True,False,0.02,31.33,5.64,above_20L,clean,Matched,R4,31.33,31.33,0.0,Accurate fee verified against R4.
TXN_000233,2026-08-26 20:37:16,2370.01,UPI,RuPay_credit_UPI,433333.0,corporate,5045,B2B wholesale,False,False,False,0.02,54.51,9.81,above_20L,R10_l2_l3_downgrade,Leaked,R4,35.55,54.51,18.96,"Statutory disparity against R4: expected Rs 35.55, charged Rs 54.51."
TXN_000234,2026-08-26 06:38:06,12124.61,Card,Visa_credit,433333.0,corporate,5045,B2B wholesale,True,True,True,0.02,242.49,43.65,above_20L,clean,Flagged_For_Review,R9,242.49,242.49,0.0,Market credit card rate applied; requires bilateral MSA contract review.
TXN_000235,2026-08-21 10:14:51,2124.32,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000236,2026-08-20 01:30:02,2252.09,UPI,bank_UPI,,,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean,Matched,R1,0.0,0.0,0.0,Accurate fee verified against R1.
TXN_000237,2026-08-27 08:41:28,2145.65,UPI,,607222.0,corporate,5045,B2B wholesale,True,True,False,0.02,32.18,5.79,above_20L,exception_missing_tag,Exception,NONE,,32.18,,Missing sub_instrument routing tag; cannot verify applicable statutory MDR.
TXN_000238,2026-08-21 15:26:34,2380.69,UPI,RuPay_credit_UPI,607222.0,corporate,5045,B2B wholesale,False,False,False,0.02,54.76,9.86,above_20L,R10_l2_l3_downgrade,Leaked,R4,35.71,54.76,19.05,"Statutory disparity against R4: expected Rs 35.71, charged Rs 54.76."
