transaction_id,timestamp,amount,declared_instrument,sub_instrument,card_bin,card_tier,mcc,merchant_true_category,tax_amount_provided,po_code_provided,line_item_detail_provided,contracted_flat_rate,fee_charged,tax_charged,turnover_tier,injected_issue
TXN_000171,2026-08-27 02:08:12,56625.87,Card,,433333,corporate,5045,B2B wholesale,True,True,True,0.02,1132.52,203.85,above_20L,exception_missing_tag
TXN_000172,2026-08-22 11:52:44,10149.05,Card,Debit_non_rupay,,N/A,5045,B2B wholesale,True,True,True,0.02,91.34,16.44,above_20L,clean
TXN_000173,2026-08-15 11:39:38,47425.91,Card,RuPay_debit,411111,basic,5411,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000174,2026-08-26 09:55:54,34510.93,Card,Visa_credit,522222,premium_rewards,5045,B2B wholesale,True,True,True,0.02,690.22,124.24,above_20L,clean
TXN_000175,2026-08-17 00:51:18,35139.9,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000176,2026-08-17 01:39:27,34089.34,Card,Visa_credit,411111,basic,5045,B2B wholesale,True,True,True,0.02,681.79,122.72,above_20L,clean
TXN_000177,2026-08-26 04:50:30,51943.0,Card,,607111,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,exception_missing_tag
TXN_000178,2026-08-20 18:04:43,2039.2,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000179,2026-08-17 23:18:39,2015.09,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000180,2026-08-21 15:01:50,2024.14,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,22.27,4.01,above_20L,clean
TXN_000181,2026-08-23 06:29:59,43265.59,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000182,2026-08-17 08:54:36,2018.3,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000183,2026-08-23 03:48:18,2019.14,UPI,RuPay_credit_UPI,607222,corporate,5045,B2B wholesale,False,False,False,0.02,46.44,8.36,above_20L,R10_l2_l3_downgrade
TXN_000184,2026-08-25 08:42:49,56558.0,Card,RuPay_debit,422222,premium_rewards,5411,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000185,2026-08-19 14:29:03,2001.73,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000186,2026-08-27 20:17:36,48458.85,Card,Visa_credit,411111,basic,5045,B2B wholesale,True,True,True,0.02,969.18,174.45,above_20L,clean
TXN_000187,2026-08-19 22:21:26,51030.54,UPI,RuPay_credit_UPI,422222,premium_rewards,5045,B2B wholesale,True,True,True,0.02,765.46,137.78,above_20L,clean
TXN_000188,2026-08-18 16:14:24,48329.84,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000189,2026-08-24 08:52:24,2016.68,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000190,2026-08-26 08:42:11,2018.77,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000191,2026-08-15 16:32:37,54584.03,Card,Visa_credit,433333,corporate,5045,B2B wholesale,False,False,True,0.02,1528.35,275.1,above_20L,R10_l2_l3_downgrade
TXN_000192,2026-08-16 06:45:55,36752.7,Card,RuPay_debit,522222,premium_rewards,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000193,2026-08-22 12:46:40,11380.64,Card,Debit_non_rupay,,N/A,5045,B2B wholesale,True,True,True,0.02,102.43,18.44,above_20L,clean
TXN_000194,2026-08-26 10:01:31,7263.65,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000195,2026-08-15 10:29:14,2037.21,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000196,2026-08-16 21:13:11,20529.74,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000197,2026-08-24 14:52:22,10436.63,Card,Mastercard_credit,411111,basic,5045,B2B wholesale,True,True,True,0.02,208.73,37.57,above_20L,clean
TXN_000198,2026-08-24 00:38:56,2002.61,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,22.03,3.97,above_20L,clean
TXN_000199,2026-08-16 05:58:54,2015.0,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000200,2026-08-19 15:21:39,2012.97,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,22.14,3.99,above_20L,clean
TXN_000201,2026-08-17 16:23:36,12220.07,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000202,2026-08-22 12:00:07,46181.37,Card,Debit_non_rupay,,N/A,5045,B2B wholesale,True,True,True,0.02,415.63,74.81,above_20L,clean
TXN_000203,2026-08-17 20:19:46,7491.84,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,82.41,14.83,above_20L,clean
TXN_000204,2026-08-23 04:06:24,2001.71,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000205,2026-08-25 20:19:34,2028.2,UPI,RuPay_credit_UPI,433333,corporate,5045,B2B wholesale,True,True,False,0.02,30.42,5.48,above_20L,clean
TXN_000206,2026-08-20 20:13:36,2021.22,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000207,2026-08-15 14:10:20,42961.15,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000208,2026-08-30 02:12:30,59656.82,UPI,,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,exception_missing_tag
TXN_000209,2026-08-21 20:38:04,2032.37,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000210,2026-08-16 07:00:59,2036.64,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,22.4,4.03,above_20L,clean
TXN_000211,2026-08-26 02:12:08,53793.79,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000212,2026-08-15 15:51:27,9699.72,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000213,2026-08-27 07:37:17,2029.44,UPI,RuPay_credit_UPI,522222,premium_rewards,5045,B2B wholesale,True,True,False,0.02,30.44,5.48,above_20L,clean
TXN_000214,2026-08-19 12:10:22,2030.67,UPI,RuPay_credit_UPI,411111,basic,5045,B2B wholesale,True,True,False,0.02,30.46,5.48,above_20L,clean
TXN_000215,2026-08-29 02:56:54,2006.16,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000216,2026-08-22 20:15:42,2019.2,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000217,2026-08-15 09:41:47,44856.36,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000218,2026-08-20 07:29:37,9509.48,Card,Debit_non_rupay,,N/A,5045,B2B wholesale,True,True,False,0.02,85.59,15.41,above_20L,clean
TXN_000219,2026-08-23 10:48:38,2028.31,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,22.31,4.02,above_20L,clean
TXN_000220,2026-08-18 02:30:56,2009.07,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000221,2026-08-25 06:48:04,48933.35,Card,Mastercard_credit,607222,corporate,5045,B2B wholesale,False,False,True,0.02,1370.14,246.63,above_20L,R10_l2_l3_downgrade
TXN_000222,2026-08-28 11:53:55,26334.5,Card,RuPay_debit,411111,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000223,2026-08-22 14:22:29,23227.13,Card,RuPay_debit,522222,premium_rewards,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000224,2026-08-23 03:12:58,2024.26,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000225,2026-08-16 00:19:12,2029.6,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000226,2026-08-28 08:49:44,51305.33,Card,Mastercard_credit,607222,corporate,5045,B2B wholesale,True,True,True,0.02,1026.11,184.7,above_20L,clean
TXN_000227,2026-08-17 19:39:24,2029.54,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000228,2026-08-27 07:38:11,2012.99,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000229,2026-08-23 23:42:47,3829.5,Card,Debit_non_rupay,,N/A,5045,B2B wholesale,True,True,False,0.02,34.47,6.2,above_20L,clean
TXN_000230,2026-08-21 18:50:13,2024.84,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000231,2026-08-19 16:19:19,2033.45,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000232,2026-08-21 20:32:16,30131.98,Card,RuPay_debit,433333,corporate,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000233,2026-08-22 14:36:12,46953.06,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000234,2026-08-21 00:13:11,2035.59,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000235,2026-08-22 10:32:19,2002.68,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000236,2026-08-29 07:55:36,47571.64,Card,RuPay_debit,607222,corporate,5411,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000237,2026-08-22 12:47:59,24952.5,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000238,2026-08-29 22:26:42,2023.13,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,22.25,4.0,above_20L,clean
TXN_000239,2026-08-16 11:03:14,35205.49,Card,Debit_non_rupay,,N/A,5045,B2B wholesale,True,True,True,0.02,316.85,57.03,above_20L,clean
TXN_000240,2026-08-24 14:21:17,53717.76,Card,RuPay_debit,433333,corporate,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000241,2026-08-19 02:34:33,30856.09,Card,Mastercard_credit,607222,corporate,5045,B2B wholesale,False,False,True,0.02,863.97,155.51,above_20L,R10_l2_l3_downgrade
TXN_000242,2026-08-19 19:45:14,21402.77,Card,Debit_non_rupay,,N/A,5045,B2B wholesale,True,True,True,0.02,192.62,34.67,above_20L,clean
TXN_000243,2026-08-21 12:31:06,2028.73,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,22.32,4.02,above_20L,clean
TXN_000244,2026-08-25 08:04:50,2028.06,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000245,2026-08-26 21:20:51,2011.63,UPI,RuPay_credit_UPI,533333,corporate,5045,B2B wholesale,True,True,False,0.02,30.17,5.43,above_20L,clean
TXN_000246,2026-08-19 18:06:12,9837.01,Card,,607111,basic,5045,B2B wholesale,True,True,False,0.02,196.74,35.41,above_20L,exception_missing_tag
TXN_000247,2026-08-21 03:41:21,2021.09,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000248,2026-08-16 23:46:29,22341.29,UPI,,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,exception_missing_tag
TXN_000249,2026-08-29 15:42:08,2037.63,UPI,,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,exception_missing_tag
TXN_000250,2026-08-15 10:37:41,31186.24,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000251,2026-08-20 22:46:14,2029.63,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000252,2026-08-17 16:52:31,56401.18,Card,Mastercard_credit,607111,basic,5045,B2B wholesale,True,True,True,0.02,1128.02,203.04,above_20L,clean
TXN_000253,2026-08-22 11:10:27,2013.3,UPI,RuPay_credit_UPI,533333,corporate,5045,B2B wholesale,True,True,False,0.02,30.2,5.44,above_20L,clean
TXN_000254,2026-08-19 04:54:05,2000.97,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000255,2026-08-24 21:29:26,53909.02,Card,Visa_credit,433333,corporate,5045,B2B wholesale,True,True,True,0.02,1078.18,194.07,above_20L,clean
TXN_000256,2026-08-30 05:55:59,2005.66,UPI,RuPay_credit_UPI,511111,basic,5045,B2B wholesale,True,True,False,0.02,30.08,5.41,above_20L,clean
TXN_000257,2026-08-21 05:45:38,27971.19,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000258,2026-08-15 17:53:57,3387.89,Card,RuPay_debit,511111,basic,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000259,2026-08-29 02:03:21,11951.68,Card,RuPay_debit,607111,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000260,2026-08-22 23:52:20,2003.15,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000261,2026-08-19 20:02:06,53115.77,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,584.27,105.17,above_20L,clean
TXN_000262,2026-08-18 00:46:12,45729.93,Card,Visa_credit,533333,corporate,5045,B2B wholesale,False,False,True,0.02,1280.44,230.48,above_20L,R10_l2_l3_downgrade
TXN_000263,2026-08-25 06:55:06,2032.92,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,22.36,4.02,above_20L,clean
TXN_000264,2026-08-27 02:46:08,15941.58,Card,,607222,corporate,5045,B2B wholesale,True,True,True,0.02,318.83,57.39,above_20L,exception_missing_tag
TXN_000265,2026-08-22 06:49:28,19530.69,Card,RuPay_debit,433333,corporate,5045,B2B wholesale,False,False,True,0.02,156.25,28.12,above_20L,R10_l2_l3_downgrade
TXN_000266,2026-08-25 00:24:38,2025.54,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000267,2026-08-18 18:26:19,2010.96,UPI,RuPay_credit_UPI,522222,premium_rewards,5045,B2B wholesale,True,True,False,0.02,30.16,5.43,above_20L,clean
TXN_000268,2026-08-20 15:29:49,2000.71,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000269,2026-08-26 18:05:58,2020.77,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000270,2026-08-18 08:44:46,23378.03,Card,RuPay_debit,607222,corporate,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000271,2026-08-28 01:28:00,3341.33,Card,Mastercard_credit,511111,basic,5045,B2B wholesale,True,True,False,0.02,66.83,12.03,above_20L,clean
TXN_000272,2026-08-16 15:47:11,45559.63,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000273,2026-08-22 14:03:37,19596.43,Card,RuPay_debit,533333,corporate,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000274,2026-08-18 22:57:48,46782.98,Card,Visa_credit,533333,corporate,5045,B2B wholesale,True,True,True,0.02,935.66,168.42,above_20L,clean
TXN_000275,2026-08-15 19:48:00,19196.77,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000276,2026-08-21 13:03:43,40475.38,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000277,2026-08-25 21:43:41,2029.65,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000278,2026-08-24 16:11:22,6685.86,Card,Visa_credit,422222,premium_rewards,5045,B2B wholesale,True,True,False,0.02,133.72,24.07,above_20L,clean
TXN_000279,2026-08-17 21:38:12,56297.51,Card,Mastercard_credit,411111,basic,5045,B2B wholesale,True,True,True,0.02,1125.95,202.67,above_20L,clean
TXN_000280,2026-08-18 04:06:37,2000.63,UPI,,522222,premium_rewards,5045,B2B wholesale,True,True,False,0.02,30.01,5.4,above_20L,exception_missing_tag
TXN_000281,2026-08-29 17:30:53,34218.58,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,376.4,67.75,above_20L,clean
TXN_000282,2026-08-25 08:53:44,2005.82,UPI,RuPay_credit_UPI,422222,premium_rewards,5045,B2B wholesale,True,True,False,0.02,30.09,5.42,above_20L,clean
TXN_000283,2026-08-24 07:57:04,43112.95,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000284,2026-08-19 12:48:50,27816.82,Card,Debit_non_rupay,,N/A,5045,B2B wholesale,True,True,True,0.02,250.35,45.06,above_20L,clean
TXN_000285,2026-08-22 08:23:58,34237.91,UPI,RuPay_credit_UPI,511111,basic,5045,B2B wholesale,True,True,True,0.02,513.57,92.44,above_20L,clean
TXN_000286,2026-08-18 18:48:21,11063.7,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000287,2026-08-25 20:59:11,2035.35,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,22.39,4.03,above_20L,clean
TXN_000288,2026-08-17 13:27:04,2008.65,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000289,2026-08-21 21:52:30,21818.0,Card,RuPay_debit,411111,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000290,2026-08-24 14:29:58,41762.26,UPI,,533333,corporate,5045,B2B wholesale,True,True,True,0.02,626.43,112.76,above_20L,exception_missing_tag
TXN_000291,2026-08-16 20:54:38,53682.77,Card,RuPay_debit,411111,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000292,2026-08-17 17:10:52,10842.64,Card,Visa_credit,411111,basic,5045,B2B wholesale,True,True,True,0.02,216.85,39.03,above_20L,clean
TXN_000293,2026-08-25 14:44:01,2034.41,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000294,2026-08-26 10:11:04,45000.35,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,495.0,89.1,above_20L,clean
TXN_000295,2026-08-28 23:38:07,2021.57,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,22.24,4.0,above_20L,clean
TXN_000296,2026-08-17 22:15:58,16601.66,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000297,2026-08-29 14:25:09,2038.39,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000298,2026-08-28 21:57:13,2035.02,UPI,RuPay_credit_UPI,433333,corporate,5045,B2B wholesale,False,False,False,0.02,46.81,8.43,above_20L,R10_l2_l3_downgrade
TXN_000299,2026-08-28 04:33:54,22721.64,Card,RuPay_debit,422222,premium_rewards,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000300,2026-08-24 06:45:06,2022.9,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000301,2026-08-26 19:09:06,13909.36,Card,RuPay_debit,533333,corporate,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000302,2026-08-16 14:39:07,2005.75,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000303,2026-08-24 23:23:53,2000.31,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000304,2026-08-18 03:05:11,2021.79,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000305,2026-08-23 20:56:54,26666.95,Card,Visa_credit,422222,premium_rewards,5411,B2B wholesale,True,True,True,0.02,533.34,96.0,above_20L,R12_mcc_misclassification
TXN_000306,2026-08-29 16:33:11,2005.44,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000307,2026-08-15 18:24:43,32304.64,Card,Visa_credit,411111,basic,5411,B2B wholesale,True,True,True,0.02,646.09,116.3,above_20L,R12_mcc_misclassification
TXN_000308,2026-08-22 12:15:01,24188.05,Card,RuPay_debit,411111,basic,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000309,2026-08-18 17:02:33,2004.28,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,22.05,3.97,above_20L,clean
TXN_000310,2026-08-19 04:52:29,2021.31,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000311,2026-08-26 13:14:32,2000.22,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000312,2026-08-23 01:20:46,2017.58,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000313,2026-08-18 22:47:51,2013.32,UPI,RuPay_credit_UPI,607111,basic,5045,B2B wholesale,True,True,False,0.02,30.2,5.44,above_20L,clean
TXN_000314,2026-08-25 04:45:37,2002.9,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000315,2026-08-27 11:45:03,52740.06,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000316,2026-08-28 21:49:45,2000.89,UPI,,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,exception_missing_tag
TXN_000317,2026-08-24 06:58:48,2038.57,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000318,2026-08-24 08:50:00,3061.65,Card,Debit_non_rupay,,N/A,5045,B2B wholesale,True,True,False,0.02,27.55,4.96,above_20L,clean
TXN_000319,2026-08-29 11:39:29,2032.28,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000320,2026-08-25 13:10:05,2024.71,UPI,RuPay_credit_UPI,511111,basic,5045,B2B wholesale,True,True,False,0.02,30.37,5.47,above_20L,clean
TXN_000321,2026-08-25 06:34:22,2014.6,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000322,2026-08-15 10:12:06,42431.44,Card,RuPay_debit,422222,premium_rewards,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000323,2026-08-17 21:21:33,2021.71,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,22.24,4.0,above_20L,clean
TXN_000324,2026-08-25 18:15:29,2009.26,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000325,2026-08-28 02:07:58,2032.16,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000326,2026-08-21 05:56:46,2002.48,UPI,bank_UPI,,N/A,5411,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,R12_mcc_misclassification
TXN_000327,2026-08-24 06:49:45,34349.2,Card,Debit_non_rupay,,N/A,5045,B2B wholesale,True,True,True,0.02,309.14,55.65,above_20L,clean
TXN_000328,2026-08-25 13:50:12,49311.55,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000329,2026-08-26 17:02:55,2033.13,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000330,2026-08-18 07:59:26,22379.92,Card,RuPay_debit,607222,corporate,5045,B2B wholesale,True,True,True,0.02,0.0,0.0,above_20L,clean
TXN_000331,2026-08-15 12:55:05,2014.49,UPI,RuPay_credit_UPI,533333,corporate,5045,B2B wholesale,False,False,False,0.02,46.34,8.34,above_20L,R10_l2_l3_downgrade
TXN_000332,2026-08-24 10:46:17,2725.01,Card,RuPay_debit,433333,corporate,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000333,2026-08-18 20:44:22,2039.19,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000334,2026-08-25 10:17:22,2006.76,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000335,2026-08-15 19:50:10,37171.06,Card,Mastercard_credit,422222,premium_rewards,5045,B2B wholesale,True,True,True,0.02,743.42,133.82,above_20L,clean
TXN_000336,2026-08-26 22:30:48,49385.19,UPI,RuPay_credit_UPI,411111,basic,5045,B2B wholesale,True,True,True,0.02,740.78,133.34,above_20L,clean
TXN_000337,2026-08-19 09:16:25,2023.67,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000338,2026-08-24 13:33:57,2005.86,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
TXN_000339,2026-08-28 19:44:16,2031.66,UPI,PPI_wallet_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,22.35,4.02,above_20L,clean
TXN_000340,2026-08-28 21:35:49,2036.59,UPI,bank_UPI,,N/A,5045,B2B wholesale,True,True,False,0.02,0.0,0.0,above_20L,clean
